Time Step	At Home	Food C.	Health C.	Terminal C.
415             105             1199             1192             4  
416             116             1188             1192             4  
417             128             1176             1192             4  
418             148             1156             1192             4  
419             161             1142             1193             4  
420             173             1130             1193             4  
421             187             1116             1193             4  
422             201             1102             1193             4  
423             215             1087             1194             4  
424             230             1072             1194             4  
425             243             1059             1194             4  
426             260             1042             1194             4  
427             271             1031             1194             4  
428             285             1017             1194             4  
429             299             1003             1194             4  
430             320             982             1194             4  
431             337             965             1194             4  
432             343             959             1194             4  
433             355             947             1194             4  
434             361             940             1195             4  
435             373             928             1195             4  
436             384             917             1195             4  
437             392             909             1195             4  
438             400             900             1196             4  
439             399             901             1196             4  
440             407             892             1197             4  
441             413             885             1198             4  
442             428             870             1198             4  
443             435             863             1198             4  
444             439             858             1199             4  
445             447             850             1199             4  
446             443             851             1202             4  
447             438             856             1202             4  
448             444             849             1203             4  
449             442             850             1204             4  
450             448             842             1206             4  
451             453             837             1206             4  
452             460             830             1206             4  
453             466             823             1207             4  
454             469             819             1208             4  
455             467             821             1208             4  
456             467             821             1208             4  
457             466             820             1210             4  
458             471             815             1210             4  
459             482             804             1210             4  
460             482             804             1210             4  
461             489             797             1210             4  
462             501             785             1210             4  
463             512             774             1210             4  
464             516             770             1210             4  
465             528             757             1211             4  
466             530             753             1213             4  
467             533             750             1213             4  
468             536             746             1214             4  
469             554             728             1214             4  
470             558             724             1214             4  
471             566             716             1214             4  
472             570             709             1217             4  
473             570             709             1217             4  
474             574             705             1217             4  
475             579             699             1218             4  
476             590             687             1219             4  
477             595             682             1219             4  
478             595             682             1219             4  
479             611             666             1219             4  
480             614             663             1219             4  
481             617             660             1219             4  
482             628             647             1221             4  
483             640             634             1222             4  
484             646             628             1222             4  
485             654             619             1223             4  
486             664             608             1224             4  
487             672             600             1224             4  
488             676             594             1226             4  
489             681             588             1227             4  
490             685             583             1228             4  
491             691             576             1229             4  
492             695             572             1229             4  
493             698             569             1229             4  
494             707             559             1230             4  
495             719             547             1230             4  
496             728             538             1230             4  
497             744             521             1231             4  
498             747             517             1232             4  
499             754             510             1232             4  
500             767             496             1233             4  
501             772             491             1233             4  
502             777             486             1233             4  
503             779             484             1233             4  
504             779             482             1235             4  
505             786             474             1236             4  
506             791             468             1237             4  
507             799             460             1237             4  
508             800             459             1237             4  
509             808             449             1239             4  
510             814             443             1239             4  
511             821             436             1239             4  
512             818             439             1239             4  
513             824             433             1239             4  
514             824             433             1239             4  
515             829             427             1240             4  
516             825             431             1240             4  
517             826             430             1240             4  
518             822             434             1240             4  
519             824             432             1240             4  
520             825             431             1240             4  
521             829             427             1240             4  
522             832             424             1240             4  
523             840             416             1240             4  
524             838             417             1241             4  
525             828             427             1241             4  
526             824             431             1241             4  
527             824             431             1241             4  
528             822             433             1241             4  
529             822             432             1242             4  
530             821             433             1242             4  
531             814             440             1242             4  
532             814             439             1243             4  
533             818             435             1243             4  
534             809             442             1245             4  
535             812             438             1246             4  
536             811             439             1246             4  
537             805             443             1248             4  
538             808             440             1248             4  
539             806             441             1249             4  
540             804             443             1249             4  
541             798             448             1250             4  
542             794             451             1251             4  
543             794             449             1253             4  
544             792             451             1253             4  
545             783             459             1254             4  
546             776             465             1255             4  
547             779             462             1255             4  
548             778             463             1255             4  
549             772             469             1255             4  
550             767             474             1255             4  
551             767             472             1257             4  
552             763             475             1258             4  
553             755             483             1258             4  
554             752             486             1258             4  
555             750             486             1260             4  
556             742             493             1261             4  
557             741             494             1261             4  
558             728             506             1262             4  
559             726             508             1262             4  
560             722             512             1262             4  
561             712             519             1265             4  
562             710             519             1267             4  
563             707             521             1268             4  
564             699             528             1269             4  
565             702             523             1271             4  
566             695             529             1272             4  
567             699             524             1273             4  
568             690             530             1276             4  
569             697             523             1276             4  
570             691             529             1276             4  
571             691             529             1276             4  
572             690             530             1276             4  
573             689             531             1276             4  
574             684             536             1276             4  
575             681             537             1278             4  
576             682             536             1278             4  
577             680             537             1279             4  
578             674             541             1281             4  
579             670             544             1282             4  
580             670             543             1283             4  
581             664             547             1285             4  
582             658             552             1286             4  
583             659             550             1287             4  
584             660             549             1287             4  
585             654             555             1287             4  
586             656             553             1287             4  
587             651             556             1289             4  
588             647             560             1289             4  
589             646             561             1289             4  
590             643             564             1289             4  
591             633             573             1290             4  
592             629             576             1291             4  
593             627             578             1291             4  
594             624             581             1291             4  
595             617             587             1292             4  
596             617             586             1293             4  
597             612             590             1294             4  
598             607             595             1294             4  
599             604             598             1294             4  
600             592             609             1295             4  
601             584             616             1296             4  
602             572             628             1296             4  
603             569             631             1296             4  
604             567             633             1296             4  
605             566             633             1297             4  
606             559             640             1297             4  
607             548             651             1297             4  
608             548             650             1298             4  
609             540             658             1298             4  
610             533             663             1300             4  
611             530             664             1302             4  
612             525             669             1302             4  
613             520             673             1303             4  
614             527             666             1303             4  
615             526             667             1303             4  
616             521             671             1304             4  
617             521             671             1304             4  
618             519             672             1305             4  
619             510             681             1305             4  
620             510             681             1305             4  
621             512             677             1307             4  
622             512             676             1308             4  
623             509             679             1308             4  
624             513             674             1309             4  
625             513             674             1309             4  
626             514             672             1310             4  
627             514             672             1310             4  
628             510             674             1312             4  
629             512             672             1312             4  
630             506             678             1312             4  
631             504             679             1313             4  
632             499             684             1313             4  
633             495             686             1315             4  
634             493             687             1316             4  
635             490             690             1316             4  
636             481             697             1318             4  
637             475             702             1319             4  
638             475             702             1319             4  
639             475             702             1319             4  
640             474             701             1321             4  
641             468             707             1321             4  
642             467             706             1323             4  
643             474             698             1324             4  
644             472             700             1324             4  
645             474             696             1326             4  
646             480             690             1326             4  
647             478             692             1326             4  
648             477             693             1326             4  
649             484             686             1326             4  
650             489             681             1326             4  
651             488             682             1326             4  
652             478             691             1327             4  
653             480             688             1328             4  
654             480             688             1328             4  
655             487             681             1328             4  
656             486             680             1330             4  
657             486             680             1330             4  
658             485             680             1331             4  
659             483             681             1332             4  
660             485             679             1332             4  
661             487             677             1332             4  
662             484             678             1334             4  
663             482             680             1334             4  
664             484             678             1334             4  
665             487             675             1334             4  
666             483             676             1337             4  
667             483             676             1337             4  
668             482             677             1337             4  
669             483             675             1338             4  
670             482             676             1338             4  
671             480             678             1338             4  
672             483             675             1338             4  
673             494             663             1339             4  
674             497             660             1339             4  
675             501             656             1339             4  
676             507             648             1341             4  
677             510             645             1341             4  
678             507             648             1341             4  
679             508             647             1341             4  
680             514             641             1341             4  
681             516             638             1342             4  
682             522             631             1343             4  
683             524             629             1343             4  
684             526             627             1343             4  
685             523             630             1343             4  
686             518             635             1343             4  
687             512             638             1346             4  
688             518             632             1346             4  
689             515             635             1346             4  
690             516             634             1346             4  
691             516             634             1346             4  
692             515             634             1347             4  
693             513             635             1348             4  
694             508             639             1349             4  
695             504             643             1349             4  
696             507             640             1349             4  
697             509             638             1349             4  
698             509             636             1351             4  
699             509             636             1351             4  
700             507             638             1351             4  
701             507             637             1352             4  
702             503             640             1353             4  
703             505             638             1353             4  
704             499             642             1355             4  
705             499             640             1357             4  
706             501             637             1358             4  
707             498             638             1360             4  
708             490             646             1360             4  
709             483             653             1360             4  
710             483             652             1361             4  
711             487             648             1361             4  
712             479             655             1362             4  
713             479             655             1362             4  
714             478             654             1364             4  
715             471             661             1364             4  
716             472             660             1364             4  
717             478             654             1364             4  
718             485             647             1364             4  
719             495             637             1364             4  
720             496             636             1364             4  
721             489             641             1366             4  
722             491             638             1367             4  
723             496             633             1367             4  
724             497             631             1368             4  
725             500             628             1368             4  
726             499             628             1369             4  
727             503             624             1369             4  
728             510             617             1369             4  
729             517             610             1369             4  
730             521             606             1369             4  
731             527             599             1370             4  
732             525             601             1370             4  
733             527             597             1372             4  
734             527             597             1372             4  
735             521             602             1373             4  
736             521             602             1373             4  
737             527             596             1373             4  
738             528             595             1373             4  
739             527             595             1374             4  
740             529             593             1374             4  
741             534             588             1374             4  
742             537             585             1374             4  
743             544             578             1374             4  
744             549             573             1374             4  
745             550             572             1374             4  
746             546             575             1375             4  
747             550             571             1375             4  
748             553             566             1377             4  
749             558             560             1378             4  
750             562             555             1379             4  
751             568             549             1379             4  
752             577             540             1379             4  
753             575             539             1382             4  
754             577             536             1383             4  
755             581             531             1384             4  
756             584             527             1385             4  
757             584             527             1385             4  
758             586             525             1385             4  
759             589             521             1386             4  
760             587             522             1387             4  
761             592             517             1387             4  
762             592             516             1388             4  
763             593             515             1388             4  
764             594             514             1388             4  
765             589             517             1390             4  
766             596             509             1391             4  
767             592             512             1392             4  
768             589             514             1393             4  
769             585             516             1395             4  
770             580             520             1396             4  
771             578             522             1396             4  
772             576             524             1396             4  
773             575             524             1397             4  
774             572             527             1397             4  
775             571             527             1398             4  
776             573             523             1400             4  
777             565             530             1401             4  
778             563             531             1402             4  
779             570             524             1402             4  
780             578             516             1402             4  
781             574             519             1403             4  
782             574             519             1403             4  
783             580             513             1403             4  
784             579             513             1404             4  
785             581             511             1404             4  
786             579             513             1404             4  
787             577             514             1405             4  
788             574             515             1407             4  
789             573             515             1408             4  
790             569             518             1409             4  
791             566             521             1409             4  
792             566             521             1409             4  
793             565             520             1411             4  
794             570             514             1412             4  
795             571             513             1412             4  
796             563             519             1414             4  
797             560             522             1414             4  
798             559             523             1414             4  
799             561             519             1416             4  
800             554             526             1416             4  
801             558             522             1416             4  
802             561             519             1416             4  
803             563             517             1416             4  
804             564             516             1416             4  
805             567             513             1416             4  
806             572             507             1417             4  
807             572             506             1418             4  
808             570             507             1419             4  
809             568             508             1420             4  
810             566             510             1420             4  
811             572             504             1420             4  
812             574             501             1421             4  
813             574             501             1421             4  
814             578             495             1423             4  
815             573             500             1423             4  
816             575             498             1423             4  
817             581             491             1424             4  
818             579             491             1426             4  
819             575             495             1426             4  
820             571             499             1426             4  
821             571             498             1427             4  
822             565             503             1428             4  
823             560             508             1428             4  
824             564             503             1429             4  
825             566             501             1429             4  
826             569             497             1430             4  
827             572             494             1430             4  
828             576             490             1430             4  
829             580             486             1430             4  
830             580             485             1431             4  
831             581             484             1431             4  
832             575             490             1431             4  
833             579             485             1432             4  
834             580             484             1432             4  
835             584             479             1433             4  
836             585             478             1433             4  
837             586             476             1434             4  
838             590             471             1435             4  
839             582             476             1438             4  
840             585             472             1439             4  
841             583             471             1442             4  
842             581             473             1442             4  
843             579             475             1442             4  
844             579             475             1442             4  
845             569             483             1444             4  
846             573             479             1444             4  
847             575             477             1444             4  
848             578             473             1445             4  
849             577             474             1445             4  
850             577             474             1445             4  
851             568             482             1446             4  
852             572             477             1447             4  
853             571             478             1447             4  
854             569             478             1449             4  
855             580             467             1449             4  
856             575             472             1449             4  
857             575             471             1450             4  
858             574             472             1450             4  
859             579             467             1450             4  
860             590             456             1450             4  
861             584             462             1450             4  
862             589             456             1451             4  
863             591             453             1452             4  
864             584             458             1454             4  
865             583             458             1455             4  
866             580             461             1455             4  
867             582             459             1455             4  
868             579             462             1455             4  
869             574             466             1456             4  
870             570             470             1456             4  
871             567             472             1457             4  
872             573             466             1457             4  
873             573             465             1458             4  
874             575             463             1458             4  
875             572             466             1458             4  
876             574             463             1459             4  
877             581             456             1459             4  
878             573             463             1460             4  
879             576             459             1461             4  
880             569             465             1462             4  
881             562             471             1463             4  
882             564             469             1463             4  
883             557             476             1463             4  
884             552             481             1463             4  
885             552             480             1464             4  
886             554             478             1464             4  
887             547             485             1464             4  
888             543             488             1465             4  
889             531             498             1467             4  
890             529             500             1467             4  
891             529             498             1469             4  
892             525             501             1470             4  
893             519             505             1472             4  
894             518             506             1472             4  
895             511             513             1472             4  
896             508             515             1473             4  
897             512             510             1474             4  
898             504             518             1474             4  
899             500             522             1474             4  
900             500             522             1474             4  
901             498             522             1476             4  
902             489             530             1477             4  
903             490             529             1477             4  
904             486             530             1480             4  
905             479             537             1480             4  
906             477             539             1480             4  
907             474             542             1480             4  
908             472             543             1481             4  
909             463             550             1483             4  
910             460             553             1483             4  
911             453             560             1483             4  
912             455             558             1483             4  
913             449             562             1485             4  
914             446             565             1485             4  
915             441             568             1487             4  
916             440             568             1488             4  
917             437             571             1488             4  
918             428             577             1491             4  
919             431             574             1491             4  
920             432             573             1491             4  
921             430             574             1492             4  
922             423             580             1493             4  
923             422             581             1493             4  
924             418             585             1493             4  
925             413             588             1495             4  
926             410             591             1495             4  
927             408             591             1497             4  
928             405             591             1500             4  
929             406             590             1500             4  
930             408             588             1500             4  
931             405             590             1501             4  
932             405             590             1501             4  
933             399             595             1502             4  
934             396             598             1502             4  
935             394             600             1502             4  
936             397             597             1502             4  
937             397             596             1503             4  
938             403             590             1503             4  
939             404             589             1503             4  
940             401             590             1505             4  
941             411             580             1505             4  
942             413             577             1506             4  
943             411             579             1506             4  
944             415             574             1507             4  
945             410             578             1508             4  
946             415             573             1508             4  
947             418             570             1508             4  
948             422             566             1508             4  
949             432             554             1510             4  
950             444             542             1510             4  
951             444             540             1512             4  
952             436             548             1512             4  
953             438             545             1513             4  
954             435             547             1514             4  
955             433             549             1514             4  
956             437             545             1514             4  
957             441             541             1514             4  
958             434             547             1515             4  
959             432             549             1515             4  
960             427             554             1515             4  
961             420             561             1515             4  
962             420             560             1516             4  
963             428             552             1516             4  
964             424             555             1517             4  
965             427             552             1517             4  
966             435             544             1517             4  
967             441             538             1517             4  
968             436             542             1518             4  
969             441             537             1518             4  
970             441             537             1518             4  
971             441             537             1518             4  
972             448             530             1518             4  
973             448             530             1518             4  
974             456             521             1519             4  
975             461             515             1520             4  
976             462             514             1520             4  
977             460             516             1520             4  
978             459             515             1522             4  
979             459             515             1522             4  
980             458             516             1522             4  
981             458             516             1522             4  
982             461             513             1522             4  
983             463             511             1522             4  
984             462             512             1522             4  
985             468             506             1522             4  
986             466             507             1523             4  
987             458             514             1524             4  
988             459             513             1524             4  
989             458             513             1525             4  
990             463             508             1525             4  
991             464             506             1526             4  
992             460             509             1527             4  
993             456             511             1529             4  
994             446             520             1530             4  
995             448             517             1531             4  
996             449             515             1532             4  
997             447             516             1533             4  
998             449             513             1534             4  
999             452             510             1534             4  
1000             447             514             1535             4  
1001             451             510             1535             4  
1002             457             504             1535             4  
1003             455             506             1535             4  
1004             458             503             1535             4  
1005             459             502             1535             4  
1006             458             503             1535             4  
1007             458             502             1536             4  
1008             456             503             1537             4  
1009             461             498             1537             4  
1010             457             501             1538             4  
1011             459             498             1539             4  
1012             459             498             1539             4  
1013             459             498             1539             4  
1014             458             499             1539             4  
1015             465             492             1539             4  
1016             461             496             1539             4  
1017             471             486             1539             4  
1018             470             487             1539             4  
1019             469             488             1539             4  
1020             467             489             1540             4  
1021             461             495             1540             4  
1022             459             496             1541             4  
1023             454             500             1542             4  
1024             448             505             1543             4  
1025             447             505             1544             4  
1026             448             503             1545             4  
1027             448             503             1545             4  
1028             455             496             1545             4  
1029             450             501             1545             4  
1030             449             502             1545             4  
1031             446             505             1545             4  
1032             448             502             1546             4  
1033             449             501             1546             4  
1034             448             502             1546             4  
1035             451             499             1546             4  
1036             448             502             1546             4  
1037             452             498             1546             4  
1038             460             490             1546             4  
1039             458             491             1547             4  
1040             463             486             1547             4  
1041             463             485             1548             4  
1042             455             493             1548             4  
1043             460             488             1548             4  
1044             461             487             1548             4  
1045             465             483             1548             4  
1046             464             484             1548             4  
1047             467             481             1548             4  
1048             478             470             1548             4  
1049             475             472             1549             4  
1050             480             467             1549             4  
1051             484             463             1549             4  
1052             491             455             1550             4  
1053             495             451             1550             4  
1054             494             451             1551             4  
1055             492             453             1551             4  
1056             497             447             1552             4  
1057             504             439             1553             4  
1058             500             442             1554             4  
1059             498             444             1554             4  
1060             493             448             1555             4  
1061             493             446             1557             4  
1062             494             445             1557             4  
1063             500             439             1557             4  
1064             502             437             1557             4  
1065             507             432             1557             4  
1066             505             434             1557             4  
1067             507             432             1557             4  
1068             509             427             1560             4  
1069             513             423             1560             4  
1070             513             423             1560             4  
1071             514             422             1560             4  
1072             512             423             1561             4  
1073             512             422             1562             4  
1074             516             418             1562             4  
1075             517             416             1563             4  
1076             518             414             1564             4  
1077             516             415             1565             4  
1078             516             415             1565             4  
1079             517             414             1565             4  
1080             516             415             1565             4  
1081             516             415             1565             4  
1082             515             416             1565             4  
1083             514             417             1565             4  
1084             511             420             1565             4  
1085             516             415             1565             4  
1086             518             413             1565             4  
1087             519             412             1565             4  
1088             525             406             1565             4  
1089             522             408             1566             4  
1090             520             408             1568             4  
1091             518             409             1569             4  
1092             514             413             1569             4  
1093             510             417             1569             4  
1094             512             413             1571             4  
1095             516             409             1571             4  
1096             517             407             1572             4  
1097             519             405             1572             4  
1098             523             401             1572             4  
1099             521             402             1573             4  
1100             521             402             1573             4  
1101             517             405             1574             4  
1102             513             408             1575             4  
1103             515             405             1576             4  
1104             515             404             1577             4  
1105             516             403             1577             4  
1106             518             401             1577             4  
1107             523             396             1577             4  
1108             525             394             1577             4  
1109             527             390             1579             4  
1110             527             388             1581             4  
1111             530             384             1582             4  
1112             527             386             1583             4  
1113             526             386             1584             4  
1114             530             382             1584             4  
1115             526             386             1584             4  
1116             522             389             1585             4  
1117             526             385             1585             4  
