Time Step	At Home	Food C.	Health C.	Terminal C.
1118             520             390             1586             4  
1119             518             391             1587             4  
1120             517             392             1587             4  
1121             520             389             1587             4  
1122             517             391             1588             4  
1123             513             394             1589             4  
1124             515             392             1589             4  
1125             519             388             1589             4  
1126             519             387             1590             4  
1127             524             382             1590             4  
1128             525             380             1591             4  
1129             529             373             1594             4  
1130             531             371             1594             4  
1131             536             366             1594             4  
1132             544             358             1594             4  
1133             547             355             1594             4  
1134             550             352             1594             4  
1135             555             347             1594             4  
1136             558             344             1594             4  
1137             565             337             1594             4  
1138             569             333             1594             4  
1139             577             325             1594             4  
1140             581             321             1594             4  
1141             592             310             1594             4  
1142             598             304             1594             4  
1143             602             300             1594             4  
1144             607             295             1594             4  
1145             610             292             1594             4  
1146             616             286             1594             4  
1147             619             283             1594             4  
1148             623             279             1594             4  
1149             633             269             1594             4  
1150             636             266             1594             4  
1151             639             263             1594             4  
1152             646             256             1594             4  
1153             650             252             1594             4  
1154             653             249             1594             4  
1155             658             244             1594             4  
1156             664             238             1594             4  
1157             668             234             1594             4  
1158             675             227             1594             4  
1159             681             221             1594             4  
1160             685             217             1594             4  
1161             688             214             1594             4  
1162             691             211             1594             4  
1163             698             204             1594             4  
1164             708             194             1594             4  
1165             713             189             1594             4  
1166             717             185             1594             4  
1167             719             183             1594             4  
1168             722             180             1594             4  
1169             726             176             1594             4  
1170             731             171             1594             4  
1171             736             166             1594             4  
1172             742             160             1594             4  
1173             747             155             1594             4  
1174             750             152             1594             4  
1175             751             151             1594             4  
1176             754             148             1594             4  
1177             754             148             1594             4  
1178             758             144             1594             4  
1179             764             138             1594             4  
1180             767             135             1594             4  
1181             772             130             1594             4  
1182             775             127             1594             4  
1183             777             125             1594             4  
1184             778             124             1594             4  
1185             785             117             1594             4  
1186             786             116             1594             4  
1187             789             113             1594             4  
1188             793             109             1594             4  
1189             797             105             1594             4  
1190             799             103             1594             4  
1191             804             98             1594             4  
1192             805             97             1594             4  
1193             807             95             1594             4  
1194             814             88             1594             4  
1195             820             82             1594             4  
1196             822             80             1594             4  
1197             823             79             1594             4  
1198             825             77             1594             4  
1199             829             73             1594             4  
1200             831             71             1594             4  
1201             833             69             1594             4  
1202             835             67             1594             4  
1203             836             66             1594             4  
1204             840             62             1594             4  
1205             842             60             1594             4  
1206             847             55             1594             4  
1207             849             53             1594             4  
1208             851             51             1594             4  
1209             852             50             1594             4  
1210             853             49             1594             4  
1211             856             46             1594             4  
1212             859             43             1594             4  
1213             860             42             1594             4  
1214             862             40             1594             4  
1215             863             39             1594             4  
1216             863             39             1594             4  
1217             863             39             1594             4  
1218             865             37             1594             4  
1219             865             37             1594             4  
1220             867             35             1594             4  
1221             869             33             1594             4  
1222             872             30             1594             4  
1223             873             29             1594             4  
1224             874             28             1594             4  
1225             874             28             1594             4  
1226             875             27             1594             4  
1227             876             26             1594             4  
1228             877             25             1594             4  
1229             879             23             1594             4  
1230             879             23             1594             4  
1231             880             22             1594             4  
1232             881             21             1594             4  
1233             881             21             1594             4  
1234             881             21             1594             4  
1235             881             21             1594             4  
1236             882             20             1594             4  
1237             884             18             1594             4  
1238             886             16             1594             4  
1239             886             16             1594             4  
1240             887             15             1594             4  
1241             888             14             1594             4  
1242             889             13             1594             4  
1243             890             12             1594             4  
1244             893             9             1594             4  
1245             894             8             1594             4  
1246             895             7             1594             4  
1247             895             7             1594             4  
1248             896             6             1594             4  
1249             896             6             1594             4  
1250             897             5             1594             4  
1251             898             4             1594             4  
1252             898             4             1594             4  
1253             899             3             1594             4  
1254             899             3             1594             4  
1255             899             3             1594             4  
1256             900             2             1594             4  
1257             900             2             1594             4  
1258             900             2             1594             4  
1259             901             1             1594             4  
1260             901             1             1594             4  
1261             902             0             1594             4  
1262             902             0             1594             4  
1263             902             0             1594             4  
1264             902             0             1594             4  
1265             902             0             1594             4  
1266             902             0             1594             4  
1267             902             0             1594             4  
1268             902             0             1594             4  
1269             902             0             1594             4  
1270             902             0             1594             4  
1271             902             0             1594             4  
1272             902             0             1594             4  
1273             902             0             1594             4  
1274             902             0             1594             4  
1275             902             0             1594             4  
1276             902             0             1594             4  
1277             902             0             1594             4  
1278             902             0             1594             4  
1279             902             0             1594             4  
1280             902             0             1594             4  
1281             902             0             1594             4  
1282             902             0             1594             4  
1283             902             0             1594             4  
1284             902             0             1594             4  
1285             902             0             1594             4  
1286             902             0             1594             4  
1287             902             0             1594             4  
1288             902             0             1594             4  
1289             902             0             1594             4  
1290             902             0             1594             4  
1291             902             0             1594             4  
1292             902             0             1594             4  
1293             902             0             1594             4  
1294             902             0             1594             4  
1295             902             0             1594             4  
1296             902             0             1594             4  
1297             902             0             1594             4  
1298             902             0             1594             4  
1299             902             0             1594             4  
1300             902             0             1594             4  
1301             902             0             1594             4  
1302             902             0             1594             4  
1303             902             0             1594             4  
1304             902             0             1594             4  
1305             902             0             1594             4  
1306             902             0             1594             4  
1307             902             0             1594             4  
1308             902             0             1594             4  
1309             902             0             1594             4  
1310             902             0             1594             4  
1311             902             0             1594             4  
1312             902             0             1594             4  
1313             902             0             1594             4  
1314             902             0             1594             4  
1315             902             0             1594             4  
1316             902             0             1594             4  
1317             902             0             1594             4  
1318             902             0             1594             4  
1319             902             0             1594             4  
1320             902             0             1594             4  
1321             902             0             1594             4  
1322             902             0             1594             4  
1323             902             0             1594             4  
1324             902             0             1594             4  
1325             902             0             1594             4  
1326             902             0             1594             4  
1327             902             0             1594             4  
1328             902             0             1594             4  
1329             902             0             1594             4  
1330             902             0             1594             4  
1331             902             0             1594             4  
1332             902             0             1594             4  
1333             902             0             1594             4  
1334             902             0             1594             4  
1335             902             0             1594             4  
1336             902             0             1594             4  
1337             902             0             1594             4  
1338             902             0             1594             4  
1339             902             0             1594             4  
1340             902             0             1594             4  
1341             902             0             1594             4  
1342             902             0             1594             4  
1343             902             0             1594             4  
1344             902             0             1594             4  
1345             902             0             1594             4  
1346             902             0             1594             4  
1347             902             0             1594             4  
1348             902             0             1594             4  
1349             902             0             1594             4  
1350             902             0             1594             4  
1351             902             0             1594             4  
1352             902             0             1594             4  
1353             902             0             1594             4  
1354             902             0             1594             4  
1355             902             0             1594             4  
1356             902             0             1594             4  
1357             902             0             1594             4  
1358             902             0             1594             4  
1359             902             0             1594             4  
1360             902             0             1594             4  
1361             902             0             1594             4  
1362             902             0             1594             4  
1363             902             0             1594             4  
1364             902             0             1594             4  
1365             902             0             1594             4  
1366             902             0             1594             4  
1367             902             0             1594             4  
1368             902             0             1594             4  
1369             902             0             1594             4  
1370             902             0             1594             4  
1371             902             0             1594             4  
1372             902             0             1594             4  
1373             902             0             1594             4  
1374             902             0             1594             4  
1375             902             0             1594             4  
1376             902             0             1594             4  
1377             902             0             1594             4  
1378             902             0             1594             4  
1379             902             0             1594             4  
1380             902             0             1594             4  
1381             902             0             1594             4  
1382             902             0             1594             4  
1383             902             0             1594             4  
1384             902             0             1594             4  
1385             902             0             1594             4  
1386             902             0             1594             4  
1387             902             0             1594             4  
1388             902             0             1594             4  
1389             902             0             1594             4  
1390             902             0             1594             4  
1391             902             0             1594             4  
1392             902             0             1594             4  
1393             902             0             1594             4  
1394             902             0             1594             4  
1395             902             0             1594             4  
1396             902             0             1594             4  
1397             902             0             1594             4  
1398             902             0             1594             4  
1399             902             0             1594             4  
1400             902             0             1594             4  
1401             902             0             1594             4  
1402             902             0             1594             4  
1403             902             0             1594             4  
1404             902             0             1594             4  
1405             902             0             1594             4  
1406             902             0             1594             4  
1407             902             0             1594             4  
1408             902             0             1594             4  
1409             902             0             1594             4  
1410             902             0             1594             4  
1411             902             0             1594             4  
1412             902             0             1594             4  
1413             902             0             1594             4  
1414             902             0             1594             4  
1415             902             0             1594             4  
1416             902             0             1594             4  
1417             902             0             1594             4  
1418             902             0             1594             4  
1419             902             0             1594             4  
1420             902             0             1594             4  
1421             902             0             1594             4  
1422             902             0             1594             4  
1423             902             0             1594             4  
1424             902             0             1594             4  
1425             902             0             1594             4  
1426             902             0             1594             4  
1427             902             0             1594             4  
1428             902             0             1594             4  
1429             902             0             1594             4  
1430             902             0             1594             4  
1431             902             0             1594             4  
1432             902             0             1594             4  
1433             902             0             1594             4  
1434             902             0             1594             4  
1435             902             0             1594             4  
1436             902             0             1594             4  
1437             902             0             1594             4  
1438             902             0             1594             4  
1439             902             0             1594             4  
1440             902             0             1594             4  
1441             902             0             1594             4  
1442             902             0             1594             4  
1443             902             0             1594             4  
1444             902             0             1594             4  
1445             902             0             1594             4  
1446             902             0             1594             4  
1447             902             0             1594             4  
1448             902             0             1594             4  
